ID,Label
TE_585,1
TE_586,1
TE_587,1
TE_588,1
TE_589,1
TE_590,1
TE_591,1
TE_592,1
TE_593,1
TE_594,1
TE_595,1
TE_596,1
TE_597,1
TE_598,1
TE_599,1
TE_600,1
TE_601,1
TE_602,1
TE_603,1
TE_604,1
TE_605,1
TE_606,1
TE_607,1
TE_608,1
TE_609,1
TE_610,1
TE_611,1
TE_612,1
TE_613,1
TE_614,1
TE_615,1
TE_616,1
TE_617,1
TE_618,1
TE_619,1
TE_620,1
TE_621,1
TE_622,1
TE_623,1
TE_624,1
TE_625,1
TE_626,1
TE_627,1
TE_628,1
TE_629,1
TE_630,1
TE_631,1
TE_632,1
TE_633,1
TE_634,1
TE_635,1
TE_636,1
TE_637,1
TE_638,1
TE_639,1
TE_640,1
TE_641,1
TE_642,1
TE_643,1
TE_644,1
TE_645,1
TE_646,1
TE_647,1
TE_648,1
TE_649,1
TE_650,1
TE_651,1
TE_652,1
TE_653,1
TE_654,1
TE_655,1
TE_656,1
TE_657,1
TE_658,1
TE_659,1
TE_660,1
TE_661,1
TE_662,1
TE_663,1
TE_664,1
TE_665,1
TE_666,1
TE_667,1
TE_668,1
TE_669,1
TE_670,1
TE_671,1
TE_672,1
TE_673,1
TE_674,1
TE_675,1
TE_676,1
TE_677,1
TE_678,1
TE_679,1
TE_680,1
TE_681,1
TE_682,1
TE_683,1
TE_684,1
TE_685,1
TE_686,1
TE_687,1
TE_688,1
TE_689,1
TE_690,1
TE_691,1
TE_692,1
TE_693,1
TE_694,1
TE_695,1
TE_696,1
TE_697,1
TE_698,1
TE_699,1
TE_700,1
TE_701,1
TE_702,1
TE_703,1
TE_704,1
TE_705,1
TE_706,1
TE_707,1
TE_708,1
TE_709,1
TE_710,1
TE_711,1
TE_712,1
TE_713,1
TE_714,1
TE_715,1
TE_716,1
TE_717,1
TE_718,1
TE_719,1
TE_720,1
TE_721,1
TE_722,1
TE_723,1
TE_724,1
TE_725,1
TE_726,1
TE_727,1
TE_728,1
TE_729,1
TE_730,1
TE_731,1
TE_732,1
TE_733,1
TE_734,1
TE_735,1
TE_736,1
TE_737,1
TE_738,1
TE_739,1
TE_740,1
TE_741,1
TE_742,1
TE_743,1
TE_744,1
TE_745,1
TE_746,1
TE_747,1
TE_748,1
TE_749,1
TE_750,1
TE_751,1
TE_752,1
TE_753,1
TE_754,1
TE_755,1
TE_756,1
TE_757,1
TE_758,1
TE_759,1
TE_760,1
TE_761,1
TE_762,1
TE_763,1
TE_764,1
TE_765,1
TE_766,1
TE_767,1
TE_768,1
TE_769,1
TE_770,1
TE_771,1
TE_772,1
TE_773,1
TE_774,1
TE_775,1
TE_776,1
TE_777,1
TE_778,1
TE_779,1
TE_780,1
TE_781,1
TE_782,1
TE_783,1
TE_784,1
TE_785,1
TE_786,1
TE_787,1
TE_788,1
TE_789,1
TE_790,1
TE_791,1
TE_792,1
TE_793,1
TE_794,1
TE_795,1
TE_796,1
TE_797,1
TE_798,1
TE_799,1
TE_800,1
TE_801,1
TE_802,1
TE_803,1
TE_804,1
TE_805,1
TE_806,1
TE_807,1
TE_808,1
TE_809,1
TE_810,1
TE_811,1
TE_812,1
TE_813,1
TE_814,1
TE_815,1
TE_816,1
TE_817,1
TE_818,1
TE_819,1
TE_820,1
TE_821,1
TE_822,1
TE_823,1
TE_824,1
TE_825,1
TE_826,1
TE_827,1
TE_828,1
TE_829,1
TE_830,1
TE_831,1
TE_832,1
TE_833,1
TE_834,1
TE_835,1
TE_836,1
TE_837,1
TE_838,1
TE_839,1
TE_840,1
TE_841,1
TE_842,1
TE_843,1
TE_844,1
TE_845,1
TE_846,1
TE_847,1
TE_848,1
TE_849,1
TE_850,1
TE_851,1
TE_852,1
TE_853,1
TE_854,1
TE_855,1
TE_856,1
TE_857,1
TE_858,1
TE_859,1
TE_860,1
TE_861,1
TE_862,1
TE_863,1
TE_864,1
TE_865,1
TE_866,1
TE_867,1
TE_868,1
TE_869,1
TE_870,1
TE_871,1
TE_872,1
TE_873,1
TE_874,1
TE_875,1
TE_876,1
TE_877,1
TE_878,1
TE_879,1
TE_880,1
TE_881,1
TE_882,1
TE_883,1
TE_884,1
TE_885,1
TE_886,1
TE_887,1
TE_888,1
TE_889,1
TE_890,1
TE_891,1
TE_892,1
TE_893,1
TE_894,1
TE_895,1
TE_896,1
TE_897,1
TE_898,1
TE_899,1
TE_900,1
TE_901,1
TE_902,1
TE_903,1
TE_904,1
TE_905,1
TE_906,1
TE_907,1
TE_908,1
TE_909,1
TE_910,1
TE_911,1
TE_912,1
TE_913,1
TE_914,1
TE_915,1
TE_916,1
TE_917,1
TE_918,1
TE_919,1
TE_920,1
TE_921,1
TE_922,1
TE_923,1
TE_924,1
TE_925,1
TE_926,1
TE_927,1
TE_928,1
TE_929,1
TE_930,1
TE_931,1
TE_932,1
TE_933,1
TE_934,1
TE_935,1
TE_936,1
TE_937,1
TE_938,1
TE_939,1
TE_940,1
TE_941,1
TE_942,1
TE_943,1
TE_944,1
TE_945,1
TE_946,1
TE_947,1
TE_948,1
TE_949,1
TE_950,1
TE_951,1
TE_952,1
TE_953,1
TE_954,1
TE_955,1
TE_956,1
TE_957,1
TE_958,1
TE_959,1
TE_960,1
TE_961,1
TE_962,1
TE_963,1
TE_964,1
TE_965,1
TE_966,1
TE_967,1
TE_968,1
TE_969,1
TE_970,1
TE_971,1
TE_972,1
TE_973,1
TE_974,1
TE_975,1
TE_976,1
TE_977,1
TE_978,1
TE_979,1
TE_980,1
TE_981,1
TE_982,1
TE_983,1
TE_984,1
TE_985,1
TE_986,1
TE_987,1
TE_988,1
TE_989,1
TE_990,1
TE_991,1
TE_992,1
TE_993,1
TE_994,1
TE_995,1
TE_996,1
TE_997,1
TE_998,1
TE_999,1
TE_1000,1
TE_1001,1
TE_1002,1
TE_1003,1
TE_1004,1
TE_1005,1
TE_1006,1
TE_1007,1
TE_1008,1
TE_1009,1
TE_1010,1
TE_1011,1
TE_1012,1
TE_1013,1
TE_1014,1
TE_1015,1
TE_1016,1
TE_1017,1
TE_1018,1
TE_1019,1
TE_1020,1
TE_1021,1
TE_1022,1
TE_1023,1
TE_1024,1
TE_1025,1
TE_1026,1
TE_1027,1
TE_1028,1
TE_1029,1
TE_1030,1
TE_1031,1
TE_1032,1
TE_1033,1
TE_1034,1
TE_1035,1
TE_1036,1
TE_1037,1
TE_1038,1
TE_1039,1
TE_1040,1
TE_1041,1
TE_1042,1
TE_1043,1
TE_1044,1
TE_1045,1
TE_1046,1
TE_1047,1
TE_1048,1
TE_1049,1
TE_1050,1
TE_1051,1
TE_1052,1
TE_1053,1
TE_1054,1
TE_1055,1
TE_1056,1
TE_1057,1
TE_1058,1
TE_1059,1
TE_1060,1
TE_1061,1
TE_1062,1
TE_1063,1
TE_1064,1
TE_1065,1
TE_1066,1
TE_1067,1
TE_1068,1
TE_1069,1
TE_1070,1
TE_1071,1
TE_1072,1
TE_1073,1
TE_1074,1
TE_1075,1
TE_1076,1
TE_1077,1
TE_1078,1
TE_1079,1
TE_1080,1
TE_1081,1
TE_1082,1
TE_1083,1
TE_1084,1
TE_1085,1
TE_1086,1
TE_1087,1
TE_1088,1
TE_1089,1
TE_1090,1
TE_1091,1
TE_1092,1
TE_1093,1
TE_1094,1
TE_1095,1
TE_1096,1
TE_1097,1
TE_1098,1
TE_1099,1
TE_1100,1
TE_1101,1
TE_1102,1
TE_1103,1
TE_1104,1
TE_1105,1
TE_1106,1
TE_1107,1
TE_1108,1
TE_1109,1
TE_1110,1
TE_1111,1
TE_1112,1
TE_1113,1
TE_1114,1
TE_1115,1
TE_1116,1
TE_1117,1
TE_1118,1
TE_1119,1
TE_1120,1
TE_1121,1
TE_1122,1
TE_1123,1
TE_1124,1
TE_1125,1
TE_1126,1
TE_1127,1
TE_1128,1
TE_1129,1
TE_1130,1
TE_1131,1
TE_1132,1
TE_1133,1
TE_1134,1
TE_1135,1
TE_1136,1
TE_1137,1
TE_1138,1
TE_1139,1
TE_1140,1
TE_1141,1
TE_1142,1
TE_1143,1
TE_1144,1
TE_1145,1
TE_1146,1
TE_1147,1
TE_1148,1
TE_1149,1
TE_1150,1
TE_1151,1
TE_1152,1
TE_1153,1
TE_1154,1
TE_1155,1
TE_1156,1
TE_1157,1
TE_1158,1
TE_1159,1
TE_1160,1
TE_1161,1
TE_1162,1
TE_1163,1
TE_1164,1
TE_1165,1
TE_1166,1
TE_1167,1
TE_1168,1
TE_1169,1
TE_1170,1
TE_1171,1
TE_1172,1
TE_1173,1
TE_1174,1
TE_1175,1
TE_1176,1
TE_1177,1
TE_1178,1
TE_1179,1
TE_1180,1
TE_1181,1
TE_1182,1
TE_1183,1
TE_1184,1
TE_1185,1
TE_1186,1
TE_1187,1
TE_1188,1
TE_1189,1
TE_1190,1
TE_1191,1
TE_1192,1
TE_1193,1
TE_1194,1
TE_1195,1
TE_1196,1
TE_1197,1
TE_1198,1
TE_1199,1
TE_1200,1
TE_1201,1
TE_1202,1
TE_1203,1
TE_1204,1
TE_1205,1
TE_1206,1
TE_1207,1
TE_1208,1
TE_1209,1
TE_1210,1
TE_1211,1
TE_1212,1
TE_1213,1
TE_1214,1
TE_1215,1
TE_1216,1
TE_1217,1
TE_1218,1
TE_1219,1
TE_1220,1
TE_1221,1
TE_1222,1
TE_1223,1
TE_1224,1
TE_1225,1
TE_1226,1
TE_1227,1
TE_1228,1
TE_1229,1
TE_1230,1
TE_1231,1
TE_1232,1
TE_1233,1
TE_1234,1
TE_1235,1
TE_1236,1
TE_1237,1
TE_1238,1
TE_1239,1
TE_1240,1
TE_1241,1
TE_1242,1
TE_1243,1
TE_1244,1
TE_1245,1
TE_1246,1
TE_1247,1
TE_1248,1
TE_1249,1
TE_1250,1
TE_1251,1
TE_1252,1
TE_1253,1
TE_1254,1
TE_1255,1
TE_1256,1
TE_1257,1
TE_1258,1
TE_1259,1
TE_1260,1
TE_1261,1
TE_1262,1
TE_1263,1
TE_1264,1
TE_1265,1
TE_1266,1
TE_1267,1
TE_1268,1
TE_1269,1
TE_1270,1
TE_1271,1
TE_1272,1
TE_1273,1
TE_1274,1
TE_1275,1
TE_1276,1
TE_1277,1
TE_1278,1
TE_1279,1
TE_1280,1
TE_1281,1
TE_1282,1
TE_1283,1
TE_1284,1
TE_1285,1
TE_1286,1
TE_1287,1
TE_1288,1
TE_1289,1
TE_1290,1
TE_1291,1
TE_1292,1
TE_1293,1
TE_1294,1
TE_1295,1
TE_1296,1
TE_1297,1
TE_1298,1
TE_1299,1
TE_1300,1
TE_1301,1
TE_1302,1
TE_1303,1
TE_1304,1
TE_1305,1
TE_1306,1
TE_1307,1
TE_1308,1
TE_1309,1
TE_1310,1
TE_1311,1
TE_1312,1
TE_1313,1
TE_1314,1
TE_1315,1
TE_1316,1
TE_1317,1
TE_1318,1
TE_1319,1
TE_1320,1
TE_1321,1
TE_1322,1
TE_1323,1
TE_1324,1
TE_1325,1
TE_1326,1
TE_1327,1
TE_1328,1
TE_1329,1
TE_1330,1
TE_1331,1
TE_1332,1
TE_1333,1
TE_1334,1
TE_1335,1
TE_1336,1
TE_1337,1
TE_1338,1
TE_1339,1
TE_1340,1
TE_1341,1
TE_1342,1
TE_1343,1
TE_1344,1
TE_1345,1
TE_1346,1
TE_1347,1
TE_1348,1
TE_1349,1
TE_1350,1
TE_1351,1
TE_1352,1
TE_1353,1
TE_1354,1
TE_1355,1
TE_1356,1
TE_1357,1
TE_1358,1
TE_1359,1
TE_1360,1
TE_1361,1
TE_1362,1
TE_1363,1
TE_1364,1
TE_1365,1
TE_1366,1
TE_1367,1
TE_1368,1
TE_1369,1
TE_1370,1
TE_1371,1
TE_1372,1
TE_1373,1
TE_1374,1
TE_1375,1
TE_1376,1
TE_1377,1
TE_1378,1
TE_1379,1
TE_1380,1
TE_1381,1
TE_1382,1
TE_1383,1
TE_1384,1
TE_1385,1
TE_1386,1
TE_1387,1
TE_1388,1
TE_1389,1
TE_1390,1
TE_1391,1
TE_1392,1
TE_1393,1
TE_1394,1
TE_1395,1
TE_1396,1
TE_1397,1
TE_1398,1
TE_1399,1
TE_1400,1
TE_1401,1
TE_1402,1
TE_1403,1
TE_1404,1
TE_1405,1
TE_1406,1
TE_1407,1
TE_1408,1
TE_1409,1
TE_1410,1
TE_1411,1
TE_1412,1
TE_1413,1
TE_1414,1
TE_1415,1
TE_1416,1
TE_1417,1
TE_1418,1
TE_1419,1
TE_1420,1
TE_1421,1
TE_1422,1
TE_1423,1
TE_1424,1
TE_1425,1
TE_1426,1
TE_1427,1
TE_1428,1
TE_1429,1
TE_1430,1
TE_1431,1
TE_1432,1
TE_1433,1
TE_1434,1
TE_1435,1
TE_1436,1
TE_1437,1
TE_1438,1
TE_1439,1
TE_1440,1
TE_1441,1
TE_1442,1
TE_1443,1
TE_1444,1
TE_1445,1
TE_1446,1
TE_1447,1
TE_1448,1
TE_1449,1
TE_1450,1
TE_1451,1
TE_1452,1
TE_1453,1
TE_1454,1
TE_1455,1
TE_1456,1
TE_1457,1
TE_1458,1
TE_1459,1
TE_1460,1
TE_1461,1
TE_1462,1
TE_1463,1
TE_1464,1
TE_1465,1
TE_1466,1
TE_1467,1
TE_1468,1
TE_1469,1
TE_1470,1
TE_1471,1
TE_1472,1
TE_1473,1
TE_1474,1
TE_1475,1
TE_1476,1
TE_1477,1
TE_1478,1
TE_1479,1
TE_1480,1
TE_1481,1
TE_1482,1
TE_1483,1
TE_1484,1
TE_1485,1
TE_1486,1
TE_1487,1
TE_1488,1
TE_1489,1
TE_1490,1
TE_1491,1
TE_1492,1
TE_1493,1
TE_1494,1
TE_1495,1
TE_1496,1
TE_1497,1
TE_1498,1
TE_1499,1
TE_1500,1
TE_1501,1
TE_1502,1
TE_1503,1
TE_1504,1
TE_1505,1
TE_1506,1
TE_1507,1
TE_1508,1
TE_1509,1
TE_1510,1
TE_1511,1
TE_1512,1
TE_1513,1
TE_1514,1
TE_1515,1
TE_1516,1
TE_1517,1
TE_1518,1
TE_1519,1
TE_1520,1
TE_1521,1
TE_1522,1
TE_1523,1
TE_1524,1
TE_1525,1
TE_1526,1
TE_1527,1
TE_1528,1
TE_1529,1
TE_1530,1
TE_1531,1
TE_1532,1
TE_1533,1
TE_1534,1
TE_1535,1
TE_1536,1
TE_1537,1
TE_1538,1
TE_1539,1
TE_1540,1
TE_1541,1
TE_1542,1
TE_1543,1
TE_1544,1
TE_1545,1
TE_1546,1
TE_1547,1
TE_1548,1
TE_1549,1
TE_1550,1
TE_1551,1
TE_1552,1
TE_1553,1
TE_1554,1
TE_1555,1
TE_1556,1
TE_1557,1
TE_1558,1
TE_1559,1
TE_1560,1
TE_1561,1
TE_1562,1
TE_1563,1
TE_1564,1
TE_1565,1
TE_1566,1
TE_1567,1
TE_1568,1
TE_1569,1
TE_1570,1
TE_1571,1
TE_1572,1
TE_1573,1
TE_1574,1
TE_1575,1
TE_1576,1
TE_1577,1
TE_1578,1
TE_1579,1
TE_1580,1
TE_1581,1
TE_1582,1
TE_1583,1
TE_1584,1
TE_1585,1
TE_1586,1
TE_1587,1
TE_1588,1
TE_1589,1
TE_1590,1
TE_1591,1
TE_1592,1
TE_1593,1
TE_1594,1
TE_1595,1
TE_1596,1
TE_1597,1
TE_1598,1
TE_1599,1
TE_1600,1
TE_1601,1
TE_1602,1
TE_1603,1
TE_1604,1
TE_1605,1
TE_1606,1
TE_1607,1
TE_1608,1
TE_1609,1
TE_1610,1
TE_1611,1
TE_1612,1
TE_1613,1
TE_1614,1
TE_1615,1
TE_1616,1
TE_1617,1
TE_1618,1
TE_1619,1
TE_1620,1
TE_1621,1
TE_1622,1
TE_1623,1
TE_1624,1
TE_1625,1
TE_1626,1
TE_1627,1
TE_1628,1
TE_1629,1
TE_1630,1
TE_1631,1
TE_1632,1
TE_1633,1
TE_1634,1
TE_1635,1
TE_1636,1
TE_1637,1
TE_1638,1
TE_1639,1
TE_1640,1
TE_1641,1
TE_1642,1
TE_1643,1
TE_1644,1
TE_1645,1
TE_1646,1
TE_1647,1
TE_1648,1
TE_1649,1
TE_1650,1
TE_1651,1
TE_1652,1
TE_1653,1
TE_1654,1
TE_1655,1
TE_1656,1
TE_1657,1
TE_1658,1
TE_1659,1
TE_1660,1
TE_1661,1
TE_1662,1
TE_1663,1
TE_1664,1
TE_1665,1
TE_1666,1
TE_1667,1
TE_1668,1
TE_1669,1
TE_1670,1
TE_1671,1
TE_1672,1
TE_1673,1
TE_1674,1
TE_1675,1
TE_1676,1
TE_1677,1
TE_1678,1
TE_1679,1
TE_1680,1
TE_1681,1
TE_1682,1
TE_1683,1
TE_1684,1
TE_1685,1
TE_1686,1
TE_1687,1
TE_1688,1
TE_1689,1
TE_1690,1
TE_1691,1
TE_1692,1
TE_1693,1
TE_1694,1
TE_1695,1
TE_1696,1
TE_1697,1
TE_1698,1
TE_1699,1
TE_1700,1
TE_1701,1
TE_1702,1
TE_1703,1
TE_1704,1
TE_1705,1
TE_1706,1
TE_1707,1
TE_1708,1
TE_1709,1
TE_1710,1
TE_1711,1
TE_1712,1
TE_1713,1
TE_1714,1
TE_1715,1
TE_1716,1
TE_1717,1
TE_1718,1
TE_1719,1
TE_1720,1
TE_1721,1
TE_1722,1
TE_1723,1
TE_1724,1
TE_1725,1
TE_1726,1
TE_1727,1
TE_1728,1
TE_1729,1
TE_1730,1
TE_1731,1
TE_1732,1
TE_1733,1
TE_1734,1
TE_1735,1
TE_1736,1
TE_1737,1
TE_1738,1
TE_1739,1
TE_1740,1
TE_1741,1
TE_1742,1
TE_1743,1
TE_1744,1
TE_1745,1
TE_1746,1
TE_1747,1
TE_1748,1
TE_1749,1
TE_1750,1
TE_1751,1
TE_1752,1
TE_1753,1
TE_1754,1
TE_1755,1
TE_1756,1
TE_1757,1
TE_1758,1
TE_1759,1
TE_1760,1
TE_1761,1
TE_1762,1
TE_1763,1
TE_1764,1
TE_1765,1
TE_1766,1
TE_1767,1
TE_1768,1
TE_1769,1
TE_1770,1
TE_1771,1
TE_1772,1
TE_1773,1
TE_1774,1
TE_1775,1
TE_1776,1
TE_1777,1
TE_1778,1
TE_1779,1
TE_1780,1
TE_1781,1
TE_1782,1
TE_1783,1
TE_1784,1
TE_1785,1
TE_1786,1
TE_1787,1
TE_1788,1
TE_1789,1
TE_1790,1
TE_1791,1
TE_1792,1
TE_1793,1
TE_1794,1
TE_1795,1
TE_1796,1
TE_1797,1
TE_1798,1
TE_1799,1
TE_1800,1
TE_1801,1
TE_1802,1
TE_1803,1
TE_1804,1
TE_1805,1
TE_1806,1
TE_1807,1
TE_1808,1
TE_1809,1
TE_1810,1
TE_1811,1
TE_1812,1
TE_1813,1
TE_1814,1
TE_1815,1
TE_1816,1
TE_1817,1
TE_1818,1
TE_1819,1
TE_1820,1
TE_1821,1
TE_1822,1
TE_1823,1
TE_1824,1
TE_1825,1
TE_1826,1
TE_1827,1
TE_1828,1
TE_1829,1
TE_1830,1
TE_1831,1
TE_1832,1
TE_1833,1
TE_1834,1
TE_1835,1
TE_1836,1
TE_1837,1
TE_1838,1
TE_1839,1
TE_1840,1
TE_1841,1
TE_1842,1
TE_1843,1
TE_1844,1
TE_1845,1
TE_1846,1
TE_1847,1
TE_1848,1
TE_1849,1
TE_1850,1
TE_1851,1
TE_1852,1
TE_1853,1
TE_1854,1
TE_1855,1
TE_1856,1
TE_1857,1
TE_1858,1
TE_1859,1
TE_1860,1
TE_1861,1
TE_1862,1
TE_1863,1
TE_1864,1
TE_1865,1
TE_1866,1
TE_1867,1
TE_1868,1
TE_1869,1
TE_1870,1
TE_1871,1
TE_1872,1
